id,content
125,"คำถาม: วันสุดท้ายของการส่งรายงานผลการเรียนรายวิชาถึงกองบริการการศึกษา ชั้นปี 3 คำตอบ: ภาคต้น 27 ส.ค. 68 / ภาคปลาย 27 มี.ค. 69 / ภาคฤดูร้อน 10 มิ.ย. 69"
126,"คำถาม: วันสุดท้ายของการส่งรายงานผลการเรียนรายวิชาถึงกองบริการการศึกษา ชั้นปี 2 คำตอบ: ภาคต้น 27 ส.ค. 68 / ภาคปลาย 24 เม.ย. 69 / ภาคฤดูร้อน 10 มิ.ย. 69"
127,"คำถาม: วันสำเร็จการศึกษา (สำหรับนิสิตชั้นปีที่ 6) คำตอบ: ภาคต้น 23 มี.ค. 69 / ภาคฤดูร้อน 29 พ.ค. 69"
128,"คำถาม: คณะส่งข้อมูลรายวิชาตามแผนการศึกษาที่เปิดสอนถึงกองบริการการศึกษา คำตอบ: ภาค 1 31 มี.ค. 68 / ภาค 2 29 ก.ค. 68 / ภาค 3 24 พ.ย. 68"
129,"คำถาม: วันสุดท้ายของการรับเอกสารขอโอนย้ายสถานศึกษา คำตอบ: ภาค 1 16 พ.ค. 68 / ภาค 2 12 ก.ย. 68 / ภาค 3 9 ม.ค. 69"
130,"คำถาม: นิสิตยื่นคำร้องขอเทียบโอนรายวิชาและผลการเรียนจากสถานศึกษาเดิม (UP09) คำตอบ: ภาค 1 16 พ.ค. - 16 มิ.ย. 68 / ภาค 2 12 ก.ย. - 14 ต.ค. 68 / ภาค 3 9 ม.ค. - 9 ก.พ. 69"
131,"คำถาม: คณะรับคำร้องขอเทียบโอนรายวิชาและผลการเรียนจากสถานศึกษาเดิม (UP09) คำตอบ: ภาค 1 16 พ.ค. - 17 มิ.ย. 68 / ภาค 2 12 ก.ย. - 15 ต.ค. 68 / ภาค 3 9 ม.ค. - 10 ก.พ. 69"
132,"คำถาม: นิสิตยื่นคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ถึง คณะต้นสังกัดของนิสิต (UP10) คำตอบ: ภาค 1 6 - 16 พ.ค. 68 / ภาค 2 1 - 12 ก.ย. 68 / ภาค 3 29 ธ.ค. 68 - 9 ม.ค. 69"
133,"คำถาม: คณะต้นสังกัดส่งคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ไปยัง คณะที่รับย้าย คำตอบ: ภาค 1 19 - 23 พ.ค. 68 / ภาค 2 15 - 19 ก.ย. 68 / ภาค 3 12 - 16 ม.ค. 69"
134,"คำถาม: คณะที่รับย้ายส่งคำร้องขอย้ายคณะ หลักสูตร และแผนการศึกษา ไปยัง กองบริการการศึกษา คำตอบ: ภาค 1 26 - 30 พ.ค. 68 / ภาค 2 22 - 26 ก.ย. 68 / ภาค 3 19 - 23 ม.ค. 69"
135,"คำถาม: วันประกาศตารางเรียนตารางสอน คำตอบ: ภาค 1 2 มิ.ย. 68 / ภาค 2 29 ก.ย. 68 / ภาค 3 26 ม.ค. 69"
136,"คำถาม: วันพบอาจารย์ที่ปรึกษา คำตอบ: ภาค 1 2 มิ.ย. 68 / ภาค 2 29 ก.ย. 68 / ภาค 3 26 ม.ค. 69"
137,"คำถาม: นิสิตยื่นความประสงค์ลงทะเบียนรายวิชาตามแผนการศึกษาผ่านระบบ (UP20.1) คำตอบ: ภาค 1 2 - 25 มิ.ย. 68 / ภาค 2 29 ก.ย. - 21 ต.ค. 68 / ภาค 3 26 ม.ค. - 18 ก.พ. 69"
138,"คำถาม: นิสิตเตรียมลงทะเบียนเรียน คำตอบ: ภาค 1 2 - 6 มิ.ย. 68 / ภาค 2 29 ก.ย. - 3 ต.ค. 68 / ภาค 3 26 - 30 ม.ค. 69"
139,"คำถาม: วันลงทะเบียนเรียน และลงทะเบียนรักษาสภาพการเป็นนิสิต คำตอบ: ภาค 1 9 - 13 มิ.ย. 68 / ภาค 2 6 - 10 ต.ค. 68 / ภาค 3 2 - 6 ก.พ. 69"
140,"คำถาม: ชำระเงินค่าลงทะเบียนเรียนทุกชั้นปี คำตอบ: ภาค 1 9 - 13 มิ.ย. 68 / ภาค 2 6 - 10 ต.ค. 68 / ภาค 3 2 - 6 ก.พ. 69"
141,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) คำตอบ: ภาค 1 9 - 13 มิ.ย. 68 / ภาค 2 6 - 10 ต.ค. 68 / ภาค 3 2 - 6 ก.พ. 69"
142,"คำถาม: คณะรับคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) คำตอบ: ภาค 1 9 - 16 มิ.ย. 68 / ภาค 2 6 - 14 ต.ค. 68 / ภาค 3 2 - 9 ก.พ. 69"
143,"คำถาม: คณะส่งแบบฟอร์มการขอเปิดรายวิชาฯ ถึงกองบริการการศึกษา (UP21) คำตอบ: ภาค 1 11 - 26 มิ.ย. 68 / ภาค 2 8 - 22 ต.ค. 68 / ภาค 3 4 - 19 ก.พ. 69"
144,"คำถาม: คณะส่งแบบฟอร์มการขอเปลี่ยนแปลงตารางเรียนตารางสอนฯ ถึงกองบริการการศึกษา (UP20) คำตอบ: ภาค 1 11 - 26 มิ.ย. 68 / ภาค 2 8 - 22 ต.ค. 68 / ภาค 3 4 - 19 ก.พ. 69"
145,"คำถาม: วันเปิดภาคการศึกษา คำตอบ: ภาค 1 16 มิ.ย. 68 / ภาค 2 14 ต.ค. 68 / ภาค 3 9 ก.พ. 69"
146,"คำถาม: วันเริ่มเรียน คำตอบ: ภาค 1 21 มิ.ย. 68 / ภาค 2 18 ต.ค. 68 / ภาค 3 14 ก.พ. 69"
147,"คำถาม: ลงทะเบียนเรียนช้าและลงทะเบียนรักษาสภาพการเป็นนิสิต เพิ่ม-ถอนรายวิชาไม่ได้รับอักษร W คำตอบ: ภาค 1 16 - 27 มิ.ย. 68 / ภาค 2 14 - 24 ต.ค. 68 / ภาค 3 9 - 20 ก.พ. 69"
148,"คำถาม: ชำระเงินค่าลงทะเบียนเรียนทุกชั้นปี (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาค 1 17 - 27 มิ.ย. 68 / ภาค 2 14 - 24 ต.ค. 68 / ภาค 3 9 - 20 ก.พ. 69"
149,"คำถาม: นิสิตยื่นคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาค 1 17 - 27 มิ.ย. 68 / ภาค 2 14 - 24 ต.ค. 68 / ภาค 3 9 - 20 ก.พ. 69"
150,"คำถาม: คณะส่งคำร้องขอผ่อนผันการลงทะเบียนเรียน (UP 18) มายังกองบริการการศึกษา (สำหรับนิสิตที่ลงทะเบียนล่าช้า) คำตอบ: ภาค 1 16 - 30 มิ.ย. 68 / ภาค 2 14 - 27 ต.ค. 68 / ภาค 3 9 - 23 ก.พ. 69"
151,"คำถาม: นิสิตยื่นคำร้องขอสำเร็จการศึกษา (UP 24) และชำระเงินค่าขึ้นทะเบียนปริญญาบัตร คำตอบ: ภาค 1 16 มิ.ย. - 15 ก.ค. 68 / ภาค 2 14 ต.ค. - 12 พ.ย. 68 / ภาค 3 9 ก.พ. - 10 มี.ค. 69"
152,"คำถาม: วันสุดท้ายของการส่งรายงานผลขอแก้ไขอักษร I ถึง คณะเจ้าของรายวิชา คำตอบ: ภาค 1 14 ก.ค. 68 / ภาค 2 7 พ.ย. 68 / ภาค 3 6 มี.ค. 69"
153,"คำถาม: วันสุดท้ายของการส่งรายงานผลขอแก้ไขอักษร I ถึง งานทะเบียนนิสิต คำตอบ: ภาค 1 18 ก.ค. 68 / ภาค 2 11 พ.ย. 68 / ภาค 3 10 มี.ค. 69"
154,"คำถาม: วันสุดท้ายคณะรับคำร้องขอสำเร็จการศึกษา (UP 24) คำตอบ: ภาค 1 17 ก.ค. 68 / ภาค 2 14 พ.ย. 68 / ภาค 3 12 มี.ค. 69"
155,"คำถาม: วันสุดท้ายคณะรวบรวมรายชื่อขอสำเร็จการศึกษา (UP 24) ถึง กองบริการการศึกษา คำตอบ: ภาค 1 21 ก.ค. 68 / ภาค 2 18 พ.ย. 68 / ภาค 3 16 มี.ค. 69"
